,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,2H,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
901,901,2017301,2017,ATL,DAL,1491.243959,1471.980952,0.665195244,0.334804756,100,95,Dallas,22,30,24,19,210,1,36,18,19,-250,195.5,-6,H,3522,8,W ,106,110.125,84.75,0.45475,59.25,0.506625,25.5,0.338125,28.5,0.746625,91.875,0.449875,57.75,0.482125,34.125,0.397125,19.625,0.76925,901,2017301,2017,ATL,DAL,1491.243959,1471.980952,0.665195244,0.334804756,100,95,Dallas,22,30,24,19,210,1,36,18,19,-250,195.5,-6,H,3522,8,W ,102.25,95.375,78,0.49325,56.125,0.53525,21.875,0.386625,23,0.765625,82.5,0.439,50.5,0.4825,32,0.369625,14.125,0.80075
905,905,2017301,2017,BOS,CLE,1578.984571,1624.739818,0.577436292,0.422563708,103,99,Cleveland,26,24,21,28,110,110.5,29,25,29,-130,224.5,-2,H,3523,24,W ,110.875,105.125,84.125,0.454875,48.875,0.5135,35.25,0.38325,26.25,0.80625,89.875,0.447625,60,0.528125,29.875,0.280375,23.25,0.70475,905,2017301,2017,BOS,CLE,1578.984571,1624.739818,0.577436292,0.422563708,103,99,Cleveland,26,24,21,28,110,110.5,29,25,29,-130,224.5,-2,H,3523,24,W ,114.125,115.75,88.75,0.478375,59.125,0.523625,29.625,0.38975,22.875,0.781125,85.5,0.48725,51,0.549125,34.5,0.4045,24,0.768875
909,909,2017301,2017,LAC,HOU,1584.873803,1605.248503,0.612625068,0.387374932,103,122,Houston,34,36,38,14,120,115,21,20,25,-140,235.5,-2.5,A,3524,7,L ,109.625,108,86.25,0.4845,57.625,0.552625,28.625,0.3395,22,0.74975,84.5,0.450875,53.875,0.492,30.625,0.373,25.125,0.78625,909,2017301,2017,LAC,HOU,1584.873803,1605.248503,0.612625068,0.387374932,103,122,Houston,34,36,38,14,120,115,21,20,25,-140,235.5,-2.5,A,3524,7,L ,109.625,115.5,86.25,0.48175,58,0.556875,28.25,0.3225,22.75,0.7875,82.875,0.473,42.75,0.575625,40.125,0.359375,27.625,0.827625
900,900,2017301,2017,MIA,PHI,1537.469009,1397.01997,0.799654428,0.200345572,125,98,Philadelphia,27,17,30,24,425,0.5,27,24,37,-550,213,-9.5,H,3525,0,W ,113.875,100.625,84.25,0.501625,56.625,0.53725,27.625,0.425125,24.25,0.724625,86.75,0.443,66.75,0.490125,20,0.317625,22.875,0.76125,900,2017301,2017,MIA,PHI,1537.469009,1397.01997,0.799654428,0.200345572,125,98,Philadelphia,27,17,30,24,425,0.5,27,24,37,-550,213,-9.5,H,3525,0,W ,112.625,102,86.625,0.486625,62.125,0.52425,24.5,0.384,24.625,0.77275,88.875,0.426125,61.875,0.485625,27,0.29925,24.125,0.74775
903,903,2017301,2017,MIL,DEN,1463.85955,1507.260458,0.580739676,0.419260324,98,110,Denver,32,31,23,24,165,107,22,29,32,-185,223.5,-4.5,A,3526,0,L ,101.75,107.25,79.625,0.473375,58.5,0.5245,21.125,0.355,24,0.81975,80.5,0.4815,52.75,0.539875,27.75,0.370125,24.125,0.807,903,2017301,2017,MIL,DEN,1463.85955,1507.260458,0.580739676,0.419260324,98,110,Denver,32,31,23,24,165,107,22,29,32,-185,223.5,-4.5,A,3526,0,L ,115.875,111.75,88.125,0.518625,63.125,0.55475,25,0.4425,16.625,0.812375,91.875,0.4655,58.875,0.515375,33,0.392375,18,0.755
904,904,2017301,2017,NOP,DET,1401.231294,1484.389246,0.524218689,0.475781311,109,86,Detroit,18,32,20,16,120,103,22,25,31,-140,209,-2.5,H,3527,1,W ,106.875,111.75,86.625,0.465,57.375,0.533625,29.25,0.333875,21.75,0.744375,91.625,0.4595,60.875,0.5135,30.75,0.353125,22.375,0.71675,904,2017301,2017,NOP,DET,1401.231294,1484.389246,0.524218689,0.475781311,109,86,Detroit,18,32,20,16,120,103,22,25,31,-140,209,-2.5,H,3527,1,W ,106.625,94,81,0.491625,55.625,0.535875,25.375,0.386375,21.5,0.79275,87.125,0.431625,65.5,0.4845,21.625,0.278875,19.75,0.640125
899,899,2017301,2017,ORL,NYK,1385.598996,1397.308011,0.624394682,0.375605318,90,101,NewYork,31,29,19,22,115,106.5,27,16,23,-135,216,-2.5,A,3528,3,L ,96.25,101.25,81.5,0.427875,59.875,0.475,21.625,0.304625,26,0.776625,83,0.439875,57.875,0.479125,25.125,0.359,25.875,0.762875,899,2017301,2017,ORL,NYK,1385.598996,1397.308011,0.624394682,0.375605318,90,101,NewYork,31,29,19,22,115,106.5,27,16,23,-135,216,-2.5,A,3528,3,L ,110,106.125,90.25,0.466375,63.25,0.537,27,0.30725,23.5,0.757875,94.5,0.4145,66.625,0.453875,27.875,0.319875,24.75,0.790875
908,908,2017301,2017,SAC,BRK,1436.281161,1248.658474,0.839658491,0.160341509,100,109,Brooklyn,35,22,24,28,120,111,23,18,28,-140,216,-2.5,A,3529,0,L ,102.125,102.5,81.375,0.466125,56.25,0.4855,25.125,0.42425,18.75,0.82375,81.125,0.446625,51.625,0.495125,29.5,0.358375,24.75,0.7945,908,2017301,2017,SAC,BRK,1436.281161,1248.658474,0.839658491,0.160341509,100,109,Brooklyn,35,22,24,28,120,111,23,18,28,-140,216,-2.5,A,3529,0,L ,115.125,105.75,91.125,0.467375,63.375,0.495625,27.75,0.409625,24.25,0.774625,85.5,0.455375,55.125,0.512375,30.375,0.3415,22.875,0.766375
906,906,2017301,2017,SAS,IND,1709.48736,1498.48975,0.856957453,0.143042547,100,99,Indiana,28,21,27,23,450,100,18,26,27,-600,206.5,-10,H,3530,16,W ,113.25,99.125,82.75,0.499875,60.875,0.543625,21.875,0.38725,28.375,0.7905,85.25,0.419625,60.25,0.453625,25,0.342125,24.75,0.7635,906,2017301,2017,SAS,IND,1709.48736,1498.48975,0.856957453,0.143042547,100,99,Indiana,28,21,27,23,450,100,18,26,27,-600,206.5,-10,H,3530,16,W ,104.25,104.375,81.75,0.435625,50.25,0.49375,31.5,0.346375,28,0.80875,83.875,0.461125,62.875,0.481625,21,0.39575,22.375,0.84375
902,902,2017301,2017,TOR,WAS,1553.545414,1597.681505,0.5797089,0.4202911,96,105,Washington,24,38,20,23,165,100.5,20,14,36,-185,208.5,-4.5,A,3531,4,L ,105.625,103,83.125,0.461,59.875,0.488625,23.25,0.384625,25.75,0.79275,83,0.452125,52.875,0.50775,30.125,0.363875,22.125,0.78725,902,2017301,2017,TOR,WAS,1553.545414,1597.681505,0.5797089,0.4202911,96,105,Washington,24,38,20,23,165,100.5,20,14,36,-185,208.5,-4.5,A,3531,4,L ,102,110.25,86.5,0.434375,58.625,0.496375,27.875,0.3045,24.625,0.742125,87.875,0.473,62.125,0.5105,25.75,0.381,23.25,0.747375
907,907,2017301,2017,UTA,MIN,1609.512078,1477.629472,0.791637392,0.208362608,80,107,Minnesota,21,30,30,26,225,97.5,19,18,27,-265,199.5,-6.5,A,3532,1,L ,95.875,96.375,80.75,0.430375,54.75,0.483,26,0.318375,23.75,0.751,78.5,0.4685,54.875,0.501875,23.625,0.3995,18.25,0.76275,907,2017301,2017,UTA,MIN,1609.512078,1477.629472,0.791637392,0.208362608,80,107,Minnesota,21,30,30,26,225,97.5,19,18,27,-265,199.5,-6.5,A,3532,1,L ,107.75,109,90,0.451625,61,0.512625,29,0.330625,23.25,0.683375,88,0.481125,68.75,0.517125,19.25,0.3525,22.5,0.785625
910,910,2017302,2017,CHI,GSW,1493.63502,1770.813934,0.265042241,0.734957759,94,87,GoldenState,26,25,22,14,-335,4,28,32,15,275,217,7.5,H,3533,8,W ,107.625,107.125,87.5,0.456625,66.625,0.489875,20.875,0.3575,24.75,0.82925,85.75,0.47775,57.875,0.531875,27.875,0.361625,18.875,0.80775,910,2017302,2017,CHI,GSW,1493.63502,1770.813934,0.265042241,0.734957759,94,87,GoldenState,26,25,22,14,-335,4,28,32,15,275,217,7.5,H,3533,8,W ,112,114.375,85.125,0.4685,57.625,0.513875,27.5,0.358875,26.875,0.818625,87.875,0.47025,55.125,0.55475,32.75,0.32,26,0.826875
911,911,2017302,2017,PHO,CHO,1366.964749,1480.945181,0.479891394,0.520108606,120,103,Charlotte,32,26,33,12,-160,3.5,33,33,26,140,219.5,3.5,H,3534,5,W ,114.25,113.75,88.125,0.472875,66.5,0.510875,21.625,0.35575,29,0.816,84.125,0.475125,59.625,0.52375,24.5,0.344375,31.5,0.8175,911,2017302,2017,PHO,CHO,1366.964749,1480.945181,0.479891394,0.520108606,120,103,Charlotte,32,26,33,12,-160,3.5,33,33,26,140,219.5,3.5,H,3534,5,W ,108.5,104.25,88.125,0.4615,55.5,0.50275,32.625,0.382625,19.5,0.77775,84.625,0.427375,49.25,0.47925,35.375,0.347625,22.375,0.8725
912,912,2017302,2017,POR,OKC,1474.495532,1563.668621,0.515576136,0.484423864,114,109,OklahomaCity,24,36,25,24,-115,110.5,31,24,33,-105,222.5,1,H,3535,12,W ,109.5,108,88,0.4635,59.125,0.50575,28.875,0.3595,23.375,0.768625,83.625,0.4335,54.75,0.465625,28.875,0.36525,30.125,0.844125,912,2017302,2017,POR,OKC,1474.495532,1563.668621,0.515576136,0.484423864,114,109,OklahomaCity,24,36,25,24,-115,110.5,31,24,33,-105,222.5,1,H,3535,12,W ,107.875,99.125,85.25,0.465125,61.5,0.49625,23.75,0.386,28,0.716375,89.875,0.397,62.375,0.4465,27.5,0.284,25.375,0.783375
915,915,2017303,2017,ATL,CLE,1495.545812,1619.61722,0.46541378,0.53458622,130,135,Cleveland,39,38,29,29,-155,104,27,28,42,135,214.5,2.5,A,3536,0,L ,109.125,112.625,85.125,0.4695,60,0.52225,25.125,0.3475,29,0.7325,92.125,0.45575,55.25,0.4925,36.875,0.392125,19.375,0.772625,915,2017303,2017,ATL,CLE,1495.545812,1619.61722,0.46541378,0.53458622,130,135,Cleveland,39,38,29,29,-155,104,27,28,42,135,214.5,2.5,A,3536,0,L ,114.875,117.375,89.25,0.483875,61.25,0.52825,28,0.386625,22.875,0.781125,84.625,0.497875,49,0.555375,35.625,0.42175,23.375,0.763875
918,918,2017303,2017,DAL,MEM,1467.6791,1580.402989,0.481697034,0.518302966,104,100,Memphis,22,28,22,28,-145,2.5,31,28,25,125,190,2.5,H,3537,16,W ,105.5,97.125,81.5,0.47325,55.625,0.516,25.875,0.37875,22.75,0.807375,81.75,0.449,55,0.504625,26.75,0.32375,20.375,0.71075,918,2017303,2017,DAL,MEM,1467.6791,1580.402989,0.481697034,0.518302966,104,100,Memphis,22,28,22,28,-145,2.5,31,28,25,125,190,2.5,H,3537,16,W ,101.875,106.5,80.5,0.450375,53,0.507375,27.5,0.3455,25.5,0.801625,81.875,0.463875,55,0.504875,26.875,0.368625,25.25,0.7985
922,922,2017303,2017,LAL,BOS,1348.80147,1584.107169,0.314560846,0.685439154,95,115,Boston,35,35,23,22,-310,112,19,33,17,260,218.5,7,A,3538,3,L ,104.875,110,88.5,0.462375,60.75,0.510375,27.75,0.355125,17.625,0.74025,87.25,0.4765,60,0.517125,27.25,0.401375,22.125,0.735375,922,2017303,2017,LAL,BOS,1348.80147,1584.107169,0.314560846,0.685439154,95,115,Boston,35,35,23,22,-310,112,19,33,17,260,218.5,7,A,3538,3,L ,103.125,106.75,82.875,0.455125,57.125,0.51675,25.75,0.3155,25.875,0.7875,80,0.47125,46.375,0.55,33.625,0.36125,24,0.807875
917,917,2017303,2017,MIL,LAC,1449.703344,1564.187317,0.479167954,0.520832046,112,101,LAClippers,19,28,29,25,-215,7.5,32,19,27,185,210.5,5,H,3539,3,W ,102.125,105.625,78.25,0.484375,57.5,0.53225,20.75,0.37375,23,0.8385,79.125,0.48525,52.25,0.54625,26.875,0.365,25.5,0.769875,917,2017303,2017,MIL,LAC,1449.703344,1564.187317,0.479167954,0.520832046,112,101,LAClippers,19,28,29,25,-215,7.5,32,19,27,185,210.5,5,H,3539,3,W ,107.875,107.875,86.625,0.4565,57.5,0.516875,29.125,0.352,22.625,0.83525,84.25,0.47225,57.5,0.5155,26.75,0.370625,27,0.69
921,921,2017303,2017,NOP,SAS,1418.195844,1710.413315,0.248525334,0.751474666,98,101,SanAntonio,27,22,18,22,-240,3.5,18,18,23,200,208,6,A,3540,11,L ,103.625,109.125,87.125,0.451375,59.625,0.514375,27.5,0.322625,21,0.756875,91.875,0.454375,62.375,0.5135,29.5,0.33025,22.375,0.68675,921,2017303,2017,NOP,SAS,1418.195844,1710.413315,0.248525334,0.751474666,98,101,SanAntonio,27,22,18,22,-240,3.5,18,18,23,200,208,6,A,3540,11,L ,95.875,105.75,81.875,0.437375,60.25,0.462625,21.625,0.366625,22.25,0.753375,86.75,0.461375,63,0.502875,23.75,0.36875,22,0.8065
916,916,2017303,2017,ORL,MIA,1370.80304,1544.277304,0.395810612,0.604189388,110,99,Miami,25,28,20,26,-210,5,27,25,25,180,210,5,H,3541,1,W ,98.5,101.125,82.125,0.438875,61.125,0.488,21,0.301625,25.875,0.7815,84.75,0.431125,58.875,0.469125,25.875,0.355,25.25,0.772,916,2017303,2017,ORL,MIA,1370.80304,1544.277304,0.395810612,0.604189388,110,99,Miami,25,28,20,26,-210,5,27,25,25,180,210,5,H,3541,1,W ,102.75,106.375,81.25,0.452,60.5,0.47825,20.75,0.37925,28.875,0.754875,88.25,0.458,59,0.503125,29.25,0.365875,19.5,0.751625
913,913,2017303,2017,PHI,NYK,1390.211675,1412.103966,0.61054986,0.38945014,105,102,NewYork,35,18,28,21,-135,4,34,16,26,115,217,2,H,3542,9,W ,114.25,113.125,84.125,0.477125,54.75,0.545875,29.375,0.35025,29.375,0.8155,81,0.4735,54.25,0.52125,26.75,0.363,32.875,0.832875,913,2017303,2017,PHI,NYK,1390.211675,1412.103966,0.61054986,0.38945014,105,102,NewYork,35,18,28,21,-135,4,34,16,26,115,217,2,H,3542,9,W ,110.25,105.25,89.875,0.465375,62.625,0.53375,27.25,0.31375,24.25,0.754625,95.5,0.406,67.75,0.443,27.75,0.316,24.5,0.79
919,919,2017303,2017,PHO,OKC,1382.373642,1556.909024,0.394350782,0.605649218,118,111,OklahomaCity,28,27,24,32,-200,5.5,35,29,31,175,225.5,5,H,3543,3,W ,115,112.25,87.875,0.47825,66.25,0.520125,21.625,0.34975,28.875,0.823,85,0.46725,59.25,0.5205,25.75,0.3365,30.625,0.807375,919,2017303,2017,PHO,OKC,1382.373642,1556.909024,0.394350782,0.605649218,118,111,OklahomaCity,28,27,24,32,-200,5.5,35,29,31,175,225.5,5,H,3543,3,W ,107.5,100.5,85.75,0.45925,62,0.497625,23.75,0.35625,28.5,0.729125,89.5,0.397375,61.125,0.45325,28.375,0.280375,27.375,0.778125
920,920,2017303,2017,UTA,BRK,1570.129495,1269.889992,0.909204786,0.090795214,112,97,Brooklyn,26,25,19,27,800,107.5,22,28,24,-1400,206.5,-12.5,H,3544,0,W ,97.875,97.5,79.875,0.44375,53.875,0.489375,26,0.34725,24.5,0.732125,79.125,0.465375,53.5,0.50625,25.625,0.392875,19.625,0.741125,920,2017303,2017,UTA,BRK,1570.129495,1269.889992,0.909204786,0.090795214,112,97,Brooklyn,26,25,19,27,800,107.5,22,28,24,-1400,206.5,-12.5,H,3544,0,W ,115.125,104.75,90.125,0.472125,62.875,0.50325,27.25,0.409,25.75,0.74925,85.625,0.451875,56.625,0.518,29,0.31875,24,0.760125
914,914,2017303,2017,WAS,TOR,1609.49504,1541.731879,0.724266058,0.275733942,106,114,Toronto,35,27,17,35,180,100.5,26,25,28,-210,207.5,-5,A,3545,9,L ,112.25,108.5,88.625,0.4635,60.875,0.49425,27.75,0.40275,24,0.817875,86,0.46475,57.625,0.526,28.375,0.334,25.375,0.754875,914,2017303,2017,WAS,TOR,1609.49504,1541.731879,0.724266058,0.275733942,106,114,Toronto,35,27,17,35,180,100.5,26,25,28,-210,207.5,-5,A,3545,9,L ,102.625,101.125,79.875,0.443625,55.375,0.47175,24.5,0.376875,28,0.82325,82.375,0.464625,56,0.53675,26.375,0.3155,22.375,0.737125
926,926,2017304,2017,CHI,LAC,1508.043356,1552.582708,0.579143203,0.420856797,91,101,LAClippers,23,32,27,19,-155,4,32,12,18,135,210.5,3,A,3546,6,L ,104.75,104.875,86.125,0.45225,66.5,0.4795,19.625,0.364625,24,0.826875,86,0.47325,58.75,0.543375,27.25,0.32075,18.5,0.804125,926,2017304,2017,CHI,LAC,1508.043356,1552.582708,0.579143203,0.420856797,91,101,LAClippers,23,32,27,19,-155,4,32,12,18,135,210.5,3,A,3546,6,L ,105,105,85,0.4585,56.25,0.519125,28.75,0.352375,20.75,0.825375,84.25,0.46775,56.75,0.5145,27.5,0.36775,24.25,0.689625
929,929,2017304,2017,DEN,CHO,1521.416664,1465.536288,0.710398364,0.289601636,102,112,Charlotte,31,30,29,22,190,109,29,27,23,-220,222,-5.5,A,3547,1,L ,114,108.625,88.125,0.46775,56.375,0.515125,31.75,0.3775,25.5,0.76525,84.5,0.485,57.75,0.544625,26.75,0.3625,22.125,0.780625,929,2017304,2017,DEN,CHO,1521.416664,1465.536288,0.710398364,0.289601636,102,112,Charlotte,31,30,29,22,190,109,29,27,23,-220,222,-5.5,A,3547,1,L ,105.5,104.375,86.125,0.4565,55.75,0.5025,30.375,0.365375,20.875,0.7845,84.875,0.429,50,0.463125,34.875,0.3855,21.25,0.860125
927,927,2017304,2017,HOU,MEM,1625.934989,1573.779692,0.705966961,0.294033039,123,108,Memphis,24,27,27,30,340,110,28,38,30,-410,222,-8.5,H,3548,3,W ,123.125,114,89.625,0.454,46.5,0.5315,43.125,0.3775,34.5,0.73975,93.5,0.47125,66.5,0.528375,27,0.335,22.5,0.7435,927,2017304,2017,HOU,MEM,1625.934989,1573.779692,0.705966961,0.294033039,123,108,Memphis,24,27,27,30,340,110,28,38,30,-410,222,-8.5,H,3548,3,W ,105.25,105.625,81,0.4605,50.625,0.521125,30.375,0.36625,25.125,0.802375,84,0.45825,57.125,0.513,26.875,0.333,24.875,0.7725
925,925,2017304,2017,MIA,CLE,1530.140448,1626.044041,0.50589493,0.49410507,120,92,Cleveland,35,16,24,17,320,102,32,34,19,-380,209.5,-8.5,H,3549,3,W ,115.75,99.375,84.5,0.51175,56.375,0.546375,28.125,0.437125,22.375,0.754625,84.875,0.444625,65.25,0.48425,19.625,0.335125,22.625,0.762625,925,2017304,2017,MIA,CLE,1530.140448,1626.044041,0.50589493,0.49410507,120,92,Cleveland,35,16,24,17,320,102,32,34,19,-380,209.5,-8.5,H,3549,3,W ,116.875,116.75,89.5,0.492625,61.25,0.523625,28.25,0.417625,22.125,0.76725,84.375,0.499375,49.375,0.55375,35,0.42575,23,0.751
924,924,2017304,2017,MIL,TOR,1461.307952,1556.922262,0.506311181,0.493688819,101,94,Toronto,19,23,25,27,-105,3.5,41,27,21,-115,203.5,-1,H,3550,1,W ,101.25,103.375,78.25,0.485875,56.75,0.545875,21.5,0.347875,21.875,0.844125,77.375,0.491625,53,0.55125,24.375,0.364,24.25,0.776125,924,2017304,2017,MIL,TOR,1461.307952,1556.922262,0.506311181,0.493688819,101,94,Toronto,19,23,25,27,-105,3.5,41,27,21,-115,203.5,-1,H,3550,1,W ,102.625,100.5,81,0.4405,55.875,0.480375,25.125,0.34775,27.75,0.8315,80.25,0.47,55.5,0.539125,24.75,0.320375,22.5,0.771
923,923,2017304,2017,PHI,DET,1394.310112,1467.424696,0.53861418,0.46138582,106,136,Detroit,33,34,39,30,-240,102.5,27,30,24,200,213,5.5,A,3551,5,L ,112.375,116.375,83.875,0.47575,53.875,0.54125,30,0.358625,27.5,0.80325,84,0.486375,58.625,0.547,25.375,0.35125,30.375,0.86075,923,2017304,2017,PHI,DET,1394.310112,1467.424696,0.53861418,0.46138582,106,136,Detroit,33,34,39,30,-240,102.5,27,30,24,200,213,5.5,A,3551,5,L ,106.125,101.375,82,0.4855,56.25,0.534125,25.75,0.373375,20.75,0.823,89.5,0.45325,67.125,0.51,22.375,0.289125,20.375,0.66125
930,930,2017304,2017,POR,BRK,1481.255129,1268.038113,0.858516413,0.141483587,130,116,Brooklyn,27,30,25,34,525,116,21,32,40,-750,224.5,-10.5,H,3552,1,W ,112.625,110.25,87.5,0.475,57.375,0.508375,30.125,0.406125,23.625,0.76575,82.625,0.449625,53.75,0.484125,28.875,0.37775,30.5,0.81625,930,2017304,2017,POR,BRK,1481.255129,1268.038113,0.858516413,0.141483587,130,116,Brooklyn,27,30,25,34,525,116,21,32,40,-750,224.5,-10.5,H,3552,1,W ,115.875,104.75,89.375,0.47675,63.5,0.4905,25.875,0.443875,26,0.758875,85.5,0.4555,56.875,0.52475,28.625,0.3165,24.125,0.739
928,928,2017304,2017,SAS,MIN,1712.821776,1517.012055,0.845902376,0.154097624,97,90,Minnesota,26,29,15,13,280,100.5,29,19,21,-340,205.5,-8,H,3553,5,W ,108.625,98.625,84.375,0.47475,62.125,0.5195,22.25,0.359,27.75,0.7565,85.75,0.41725,61.25,0.451,24.5,0.335875,24.375,0.764375,928,2017304,2017,SAS,MIN,1712.821776,1517.012055,0.845902376,0.154097624,97,90,Minnesota,26,29,15,13,280,100.5,29,19,21,-340,205.5,-8,H,3553,5,W ,107.25,107.25,90.875,0.44175,61.625,0.496625,29.25,0.339125,23.25,0.69375,88.625,0.47075,69.375,0.505875,19.25,0.344625,22.125,0.7815
931,931,2017305,2017,ATL,IND,1489.118991,1497.563795,0.628791091,0.371208909,96,97,Indiana,19,31,31,16,130,102,20,24,22,-150,209.5,-3,A,3554,3,L ,110.375,110.75,84.375,0.479625,59.75,0.53425,24.625,0.352875,29.75,0.724125,90.75,0.4515,53.625,0.483375,37.125,0.396625,19.625,0.7585,931,2017305,2017,ATL,IND,1489.118991,1497.563795,0.628791091,0.371208909,96,97,Indiana,19,31,31,16,130,102,20,24,22,-150,209.5,-3,A,3554,3,L ,103.375,102.875,81.25,0.435375,49.75,0.496125,31.5,0.34175,28.5,0.788125,83.5,0.452375,60.625,0.473625,22.875,0.383125,22.875,0.804875
936,936,2017305,2017,DAL,OKC,1474.302397,1546.072491,0.540536933,0.459463067,104,89,OklahomaCity,27,23,21,18,100,3.5,32,28,16,-120,206.5,-1,H,3555,3,W ,104.375,96.375,81.5,0.476125,55.75,0.52525,25.75,0.365625,21.25,0.806375,82.375,0.442375,55.625,0.503375,26.75,0.301,20.875,0.706875,936,2017305,2017,DAL,OKC,1474.302397,1546.072491,0.540536933,0.459463067,104,89,OklahomaCity,27,23,21,18,100,3.5,32,28,16,-120,206.5,-1,H,3555,3,W ,108.625,99.5,86,0.466625,61.75,0.507875,24.25,0.3615,27.25,0.74425,89.375,0.393375,60.75,0.458375,28.625,0.25425,28,0.770625
937,937,2017305,2017,LAL,NOP,1339.502817,1415.787383,0.534076347,0.465923653,97,105,NewOrleans,26,29,28,22,-260,6.5,39,14,24,220,217,6,A,3556,13,L ,104.875,110.375,88.5,0.465375,60.5,0.50825,28,0.370875,16.5,0.732875,86.5,0.473,59.375,0.511875,27.125,0.40325,24.5,0.735125,937,2017305,2017,LAL,NOP,1339.502817,1415.787383,0.534076347,0.465923653,97,105,NewOrleans,26,29,28,22,-260,6.5,39,14,24,220,217,6,A,3556,13,L ,103.25,101.875,84.25,0.446,56.75,0.50975,27.5,0.316875,24.75,0.792,80.125,0.459125,56.625,0.50125,23.5,0.360875,28,0.708875
932,932,2017305,2017,NYK,GSW,1408.005529,1756.405598,0.193113371,0.806886629,105,112,GoldenState,29,20,35,28,-800,8,32,26,29,550,219.5,10.5,A,3557,12,L ,106.125,110.625,83.5,0.48225,58.75,0.52875,24.75,0.382375,21.5,0.7445,90.625,0.45475,59.875,0.517375,30.75,0.332375,22.75,0.774,932,2017305,2017,NYK,GSW,1408.005529,1756.405598,0.193113371,0.806886629,105,112,GoldenState,29,20,35,28,-800,8,32,26,29,550,219.5,10.5,A,3557,12,L ,110.125,111.75,85.5,0.46475,58.375,0.511375,27.125,0.348625,25.125,0.8225,86.5,0.4615,53.625,0.54525,32.875,0.314875,26.625,0.826
934,934,2017305,2017,PHO,BOS,1393.210174,1593.405822,0.359675577,0.640324423,109,106,Boston,22,20,35,29,-180,4.5,30,32,28,160,228.5,4,H,3558,9,W ,116.625,111.125,90.375,0.48175,68.625,0.52525,21.75,0.341875,27.25,0.831,85.625,0.45325,58.75,0.51475,26.875,0.309,32.625,0.788625,934,2017305,2017,PHO,BOS,1393.210174,1593.405822,0.359675577,0.640324423,109,106,Boston,22,20,35,29,-180,4.5,30,32,28,160,228.5,4,H,3558,9,W ,103.25,108.5,84.125,0.4485,59,0.51325,25.125,0.2905,27.25,0.771875,81.5,0.468625,47.25,0.541625,34.25,0.366,25.625,0.787375
935,935,2017305,2017,SAC,UTA,1415.049643,1571.981375,0.418794172,0.581205828,109,110,Utah,25,20,24,28,-550,10.5,28,22,16,425,191.5,10,A,3559,9,L ,102.375,102.25,81.875,0.466,58.125,0.47825,23.75,0.434,19.25,0.808125,82.25,0.43725,51,0.4885,31.25,0.35675,24.25,0.79725,935,2017305,2017,SAC,UTA,1415.049643,1571.981375,0.418794172,0.581205828,109,110,Utah,25,20,24,28,-550,10.5,28,22,16,425,191.5,10,A,3559,9,L ,101.125,109,79.25,0.4695,58.5,0.4985,20.75,0.38775,24.75,0.753,83.375,0.489875,57,0.5385,26.375,0.388375,22.375,0.774375
933,933,2017305,2017,WAS,ORL,1594.304658,1384.939896,0.855801387,0.144198613,115,114,Orlando,28,33,29,24,650,106.5,20,34,36,-1000,216.5,-12.5,H,3560,7,W ,112.125,109.25,86.75,0.466375,59.875,0.487625,26.875,0.4245,24.5,0.837625,86.25,0.469,58.375,0.522625,27.875,0.3455,25,0.743,933,2017305,2017,WAS,ORL,1594.304658,1384.939896,0.855801387,0.144198613,115,114,Orlando,28,33,29,24,650,106.5,20,34,36,-1000,216.5,-12.5,H,3560,7,W ,115.875,102.125,85.125,0.4905,55.125,0.52575,30,0.423625,24.75,0.798375,86.125,0.449,60.25,0.504,25.875,0.335125,22.125,0.7265
941,941,2017306,2017,ATL,GSW,1483.634229,1759.116185,0.266949451,0.733050549,111,119,GoldenState,35,26,33,25,-240,6.5,24,24,21,200,216.5,5.5,A,3561,5,L ,106.5,108.25,79.75,0.482875,55.5,0.5325,24.25,0.3705,28.625,0.725375,85.625,0.460625,49.375,0.49075,36.25,0.409375,19.5,0.751875,941,2017306,2017,ATL,GSW,1483.634229,1759.116185,0.266949451,0.733050549,111,119,GoldenState,35,26,33,25,-240,6.5,24,24,21,200,216.5,5.5,A,3561,5,L ,110.375,113.375,84.75,0.4615,57,0.5,27.75,0.368625,26.625,0.806,86.5,0.468625,53.625,0.54525,32.875,0.329125,26.375,0.823625
